Title,Author,Summary,Subjects,URL
中國十大禁書之國色天香,"Wu, Jingsuo, active 16th century","""國色天香"" by Jingsuo Wu is a work of fiction written during the 16th century. The narrative appears to draw on themes of love and loyalty against the backdrop of familial and societal challenges, focusing on the main characters, Jiang Sheng and Rui Lan, as they navigate the turmoil of their time.   At the start of the story, we are introduced to Jiang Sheng, a young scholar with a reputation for his learning and charm, who is faced with personal and political crises. He befriends a fellow named Pu Xingfu amidst escalating tensions that force Jiang to leave his home. As they exchange heartfelt poems, it becomes clear that Jiang is also struggling with the idea of love, particularly in relation to Rui Lan, his sister, as they are both drawn into a web of fate and challenges defined by the chaos of their world. Rui Lan herself, meanwhile, must forge her identity and loyalty amidst the conflict, leading to poignant reflections on love, loss, and resilience as the characters navigate their adversities. (This is an automatically generated summary.)","['Chinese fiction -- Ming dynasty, 1368-1644', 'Erotic literature, Chinese']",https://www.gutenberg.org/ebooks/24156
Sonnets from the Portuguese,"Browning, Elizabeth Barrett, 1806-1861","""Sonnets from the Portuguese"" by Elizabeth Barrett Browning is a collection of love sonnets written in the Victorian era. Composed during the mid-19th century, this poetic work explores the profound emotions and complexities of romantic love, encapsulating Browning's deep feelings for her husband, poet Robert Browning. The collection stands as a testament to the intensity of her affection, merging personal and universal themes of love, longing, and devotion.  The sonnets themselves unfold a rich tapestry of Browning's emotional journey, where she expresses vulnerability and strength in her affection. Through vivid imagery and poignant reflections, the poems reveal her struggles between love and fear, the desire for connection, and the aftermath of past sorrows. Central figures in the collection are the poet and her beloved, navigating the nuances of their relationship, underlining both the sanctity and the burdens of love. The series culminates in expressions of deep commitment and the transcendent quality of love, culminating in the renowned sonnet ""How Do I Love Thee? Let Me Count the Ways,"" which eloquently encapsulates the depths of her passion and devotion. (This is an automatically generated summary.)","['Sonnets, English', 'Love poetry, English']",https://www.gutenberg.org/ebooks/2002
Phantastes: A Faerie Romance for Men and Women,"MacDonald, George, 1824-1905","""Phantastes: A Faerie Romance for Men and Women"" by George MacDonald is a fantasy novel written during the mid-19th century. The story engages with themes of self-discovery and the exploration of the mystical, as the protagonist, Anodos, embarks on a journey through Fairy Land, filled with enchanting characters and experiences that challenge his understanding of reality and identity.  The opening of the novel introduces us to Anodos on the morning after his 21st birthday, where he recalls a night of mysterious events following his inheritance of his father's belongings. As he explores his father's secretary, he accidentally unlocks a hidden compartment that reveals a delicate fairy-like figure. This encounter leads him into an adventure filled with whimsical and surreal elements as he seeks his way into Fairy Land, guided by a promise from the fairy. The narrative quickly shifts to Anodos's experiences within this enchanting realm, where he meets various magical beings and grapples with themes of beauty, deception, and the nature of desires, hinting at the rich and complex storyline that lies ahead. (This is an automatically generated summary.)",['Fantasy fiction'],https://www.gutenberg.org/ebooks/325
At the mountains of madness,"Lovecraft, H. P. (Howard Phillips), 1890-1937","""At the Mountains of Madness"" by H. P. Lovecraft is a novella blending science fiction and horror, written in the early 20th century. The narrative revolves around an Antarctic expedition led by a geologist from Miskatonic University that uncovers ancient and prohibited truths about Earth's primordial past. The protagonist warns of the potential catastrophic consequences of uncovering these secrets, particularly linked to a mysterious earlier civilization that may lie buried beneath the ice.  The opening of the story introduces us to the geological expedition and its meticulous planning, detailing the equipment and motivations behind the journey. As the narrator recounts the challenges faced during the expedition, there is a palpable sense of foreboding regarding the potential discoveries awaiting them in the Antarctic wilderness. The protagonist's warnings hint at dark and horrifying truths that undermine the nature of reality, setting the stage for an exploration that is fraught with danger and potentially madness-inducing revelations. As they delve deeper into the frozen landscape, what seems like a scientific adventure quickly turns ominous, foreshadowed by ancient myths and eerie occurrences. (This is an automatically generated summary.)","['Fantasy fiction', 'Horror tales', 'Antarctica -- Fiction', 'Fossils -- Collection and preservation -- Fiction', 'Scientific expeditions -- Fiction', 'Stone carving -- Fiction']",https://www.gutenberg.org/ebooks/70652
"Ars Amatoria; or, The Art Of LoveLiterally Translated into English Prose, with Copious Notes","Ovid, 44 BCE-18?","""Ars Amatoria; or, The Art of Love"" by Ovid is a romantic didactic poem written in the early 1st century AD. This work serves as a guide to love and seduction, offering practical advice to men on how to win the affection of women. It blends humor, elegance, and insight into human relationships, making it a classic of Latin literature.  At the start of the text, Ovid invites readers to learn the ""art of loving,"" likening the skill of love to that of a sailor navigating a ship or a charioteer controlling a team of horses. He emphasizes the importance of finding the right partner and lays out strategies for pursuing romance, from observing potential loves in public places to utilizing the influence of handmaidens. The emphasis on both the methods and the atmosphere of courtship reflects the playful and complex nature of human attraction, presenting love as a strategic undertaking requiring both artistry and patience. (This is an automatically generated summary.)","['Latin poetry -- Translations into English', 'Latin poetry -- Adaptations']",https://www.gutenberg.org/ebooks/47677
The Notebooks of Leonardo Da Vinci — Complete,"Leonardo, da Vinci, 1452-1519","""The Notebooks of Leonardo Da Vinci — Complete"" by Leonardo da Vinci is a comprehensive collection of writings and sketches that delve into various aspects of art and science, first compiled in the late 19th century. The notebooks reveal Leonardo's insights and observations on topics such as painting techniques, perspective, anatomy, and natural phenomena, reflecting the innovative spirit of the Renaissance era. The content spans approximately thirty years of Leonardo's intellectual labor, showcasing his analytical approach to understanding the world.  The opening of the work provides an introduction and context for Leonardo's writings, emphasizing the challenges in deciphering his unique handwriting and the chaotic arrangement of his notes. It outlines the author's intent to publish his manuscripts, which cover a wide range of subjects, from theoretical knowledge required for painting to the principles of perspective. Additionally, the preface highlights the confusion present in the manuscripts and the importance of organizing them logically to aid readers. This initial portion sets the stage for an exploration of Leonardo's brilliant mind, inviting readers to engage with the fascinating intersection of art and science he so passionately pursued. (This is an automatically generated summary.)","['Leonardo, da Vinci, 1452-1519 -- Notebooks, sketchbooks, etc.']",https://www.gutenberg.org/ebooks/5000
El Hombre Mediocre: Ensayo de psicologia y moral,"Ingenieros, José, 1877-1925","""El Hombre Mediocre: Ensayo de psicologia y moral"" by José Ingenieros is a philosophical treatise written in the early 20th century. The work contemplates the nature of mediocrity and the role of idealism in human evolution, arguing that mediocrity, characterized by a lack of personal ideals and distinctiveness, is an impediment to individual and societal progress. Ingenieros positions himself against the prevalent mindset of mediocrity, promoting the pursuit of lofty ideals and original thought as fundamental to personal growth and the advancement of humanity.  At the start of the book, the author illustrates the concept of mediocrity through the analogy of an ignorant shepherd, highlighting how most people navigate their existence without understanding or aspiration for perfection. He discusses the collective psychology of mediocrity, describing individuals who fail to rise above societal norms and adopt a mindset limited by routine and prejudice. Ingenieros emphasizes that true life is characterized by the pursuit of ideals, which fuel personal and collective progress. He seeks to delineate between the mediocre individual—who lacks distinctiveness and ambition—and the idealist, who aspires for greatness and contributes actively to society through original thought and action. (This is an automatically generated summary.)","['Character', 'Human beings']",https://www.gutenberg.org/ebooks/64974
Memoirs of General William T. Sherman — Complete,"Sherman, William T. (William Tecumseh), 1820-1891","""Memoirs of General William T. Sherman — Complete"" by William T. Sherman is a historical account created during the late 19th century. The text offers a personal perspective on the American Civil War from the viewpoint of one of its prominent military leaders, General Sherman, while also providing insights into his early life, military career, and reflections on the conflicts in which he participated.  The opening of the memoir sets the stage for Sherman's recounting of his life experiences, emphasizing his role as a witness to pivotal events in American history rather than presenting a comprehensive history of the Civil War. Sherman describes the lack of satisfactory historical documentation available to the public shortly after the war's conclusion, expressing an intent to share his memories and observations to assist future historians. He discusses his formative years, the background of his family, and the influences that shaped his character, establishing a personal connection with readers that enhances the understanding of his military strategies and decisions in later chapters. (This is an automatically generated summary.)","['Generals -- United States -- Biography', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']",https://www.gutenberg.org/ebooks/4361
Favorite Fairy Tales,,"""Favorite Fairy Tales"" by Logan Marshall is a collection of classic fairy tales arranged for young readers, likely written in the early 20th century. The book features beloved stories such as ""Snow White,"" ""Cinderella,"" and ""Aladdin,"" inviting readers into a world of enchantment and moral lessons. Each tale is imbued with magical elements and intriguing characters that teach timeless values.  At the start of this collection, the opening tale, “Little Snow-White,” introduces readers to the beautiful young princess and her envious stepmother, the queen. After the queen commands a huntsman to kill Snow-White out of jealousy, the huntsman spares her, prompting Snow-White to flee into the forest. She discovers the home of seven dwarfs who take her in, and the story unfolds with themes of danger, friendship, and the struggle against jealousy. The engaging narrative sets the stage for other beloved tales, each continuing to weave themes of love, courage, and resilience in the face of adversity. (This is an automatically generated summary.)",['Fairy tales'],https://www.gutenberg.org/ebooks/20748
The 2006 CIA World Factbook,United States. Central Intelligence Agency,"""The 2006 CIA World Factbook"" by the United States Central Intelligence Agency is a comprehensive reference guide published in the early 21st century. This factual document provides detailed information about countries and locations around the world, including updates on geopolitical changes, economic statistics, and demographic data. The Factbook serves as an essential resource for understanding global issues and the status of nations.  The opening of the Factbook outlines its structure, including sections on countries, field listings, rank orders, and appendices. It highlights new features for this edition, such as the inclusion of significant geopolitical changes like Montenegro's independence, expanded government category entries, and new data on issues like human trafficking. This careful compilation of facts is aimed at providing accurate and timely information for readers, be they policymakers, students, or general interest individuals seeking knowledge about world affairs. (This is an automatically generated summary.)","['World politics -- Handbooks, manuals, etc.', 'Geography -- Handbooks, manuals, etc.', 'Political science -- Handbooks, manuals, etc.', 'Political statistics -- Handbooks, manuals, etc.']",https://www.gutenberg.org/ebooks/27509
The Awakening of Spring: A Tragedy of Childhood,"Wedekind, Frank, 1864-1918","""The Awakening of Spring: A Tragedy of Childhood"" by Frank Wedekind is a play written in the late 19th century. The drama explores the tumultuous transition from childhood to adolescence, focusing on the lives of young characters who grapple with the awakening of their sexual identities amid a repressive societal framework. Central to the story are Wendla and Melchior, whose experiences reflect the pressing crises faced by youth dealing with parental ignorance and the harsh realities of their emerging desires.  The opening of the play introduces us to Wendla, a 14-year-old girl questioning her long dress and the implications of growing up, while also revealing her immediate family dynamics. Simultaneously, we are introduced to Melchior and his peers, who express their frustrations with the constraints of school and the expectations placed upon them. Through dialogue, the characters contemplate their sexual awakening and the morality surrounding it, with themes of societal pressure and the ignorance young people face from adults being prominent. The tension builds as both characters express a yearning for understanding and freedom, setting the stage for the tragic events that are likely to unfold as a result of these conflicts. (This is an automatically generated summary.)",['German drama -- Translations into English'],https://www.gutenberg.org/ebooks/35242
"The East :  Being a narrative of personal impressions of a tour in Egypt, Palestine and Syria","Martin, William Young",,"['Middle East -- Description and travel', 'Egypt -- Description and travel', 'Palestine -- Description and travel', 'Syria -- Description and travel']",https://www.gutenberg.org/ebooks/74507
The Secret Adversary,"Christie, Agatha, 1890-1976","""The Secret Adversary"" by Agatha Christie is a mystery novel likely written in the early 20th century. The story revolves around two young adventurers, Tommy Beresford and Tuppence Cowley, who are seeking employment in post-World War I England. Their desire for adventure leads them to form a partnership and pursue a mysterious case involving a girl named Jane Finn, who is tied to critical wartime documents that have mysterious implications.  At the start of the book, we encounter a dramatic prologue set aboard the doomed RMS Lusitania, where an American girl is entrusted with vital papers by a panicked man just before the ship is torpedoed. The narrative then shifts to Tommy and Tuppence, who reunite after their war service. They both seek opportunities for work but struggle with financial pressures. Their chance conversation leads to the formation of ""The Young Adventurers, Ltd."", as they place an advertisement in search of employment that will allow them to earn money and, hopefully, excitement in their lives. The introduction presents a blend of intriguing characters and a sense of purpose, hinting at the adventurous plotlines to come as they navigate espionage and the search for Jane Finn. (This is an automatically generated summary.)","['Private investigators -- England -- Fiction', 'Detective and mystery stories', 'Domestic fiction', 'Married people -- Fiction', 'Missing persons -- Fiction', 'Beresford, Tommy (Fictitious character) -- Fiction', 'Beresford, Tuppence (Fictitious character) -- Fiction']",https://www.gutenberg.org/ebooks/1155
"Encyclopaedia Britannica, 11th Edition, ""Destructors"" to ""Diameter""Volume 8, Slice 3",Various,"""The Encyclopaedia Britannica, 11th Edition, 'Destructors' to 'Diameter' "" by Various is a comprehensive reference work that covers a wide range of topics from the field of arts, sciences, and general information, likely written in the early 20th century. This particular volume appears to focus on concepts and machinery related to waste disposal and disposal technology, as indicated by the detailed discussions on the workings of destructor plants—facilities used for burning refuse and waste material efficiently and with minimal environmental impact.  The opening portion of this encyclopaedia begins with the technical explanation of ""Destructor"" technology, emphasizing its design, operational efficiency, cost factors, and environmental considerations. It provides insights into how these waste disposal systems function, including the importance of chimney drafts and combustion temperatures. Additionally, it touches upon economic factors related to waste burning, such as the costs associated with operating various destructor models across different towns, and discusses the utility of residues produced from burning refuse, underscoring the pivotal role of such technology in waste management practices pertinent to urban settings. (This is an automatically generated summary.)",['Encyclopedias and dictionaries'],https://www.gutenberg.org/ebooks/30073
Sir Gawain and the Green Knight: A Middle-English Arthurian Romance Retold in Modern Prose,"Weston, Jessie L. (Jessie Laidlay), 1850-1928","""Sir Gawain and the Green Knight: A Middle-English Arthurian Romance Retold in Modern Prose"" by Jessie L. Weston is a retelling of a classic medieval metrical romance written in the 14th century. The story centers around Sir Gawain, a noble knight of King Arthur's Round Table, who embarks on a perilous quest that tests his chivalry and honor after accepting a challenge from a mysterious knight known as the Green Knight. The tale explores themes of bravery, loyalty, and the complexities of human nature as Gawain grapples with the challenges he faces.  The opening of the tale sets the stage for the grand atmosphere of King Arthur's court at Camelot during a festive Christmas feast. The reader is introduced to Sir Gawain as he volunteers to accept the Green Knight's beheading challenge, a bold move that highlights his courage. The arrival of the formidable Green Knight, clad entirely in green, interrupts the festivities and brings a sense of foreboding. Gawain’s acceptance of the challenge and the ensuing covenant to meet the Green Knight a year later cultivate a rich narrative of adventure and moral testing that promises challenges both on the battlefield and in his personal integrity. This establishes a captivating beginning to Gawain's quest, setting the tone for the trials he must endure as he navigates the codes of knighthood amidst enchanting and perilous circumstances. (This is an automatically generated summary.)","['Arthurian romances', 'Gawain (Legendary character) -- Romances']",https://www.gutenberg.org/ebooks/66084
Grimm's Fairy Stories,"Grimm, Wilhelm, 1786-1859","""Grimm's Fairy Stories"" by Jacob Grimm and Wilhelm Grimm is a collection of classic fairy tales written during the early 19th century. This anthology features beloved stories such as ""Hansel and Gretel,"" ""Cinderella,"" and ""Snow White,"" capturing the imagination of readers with themes of magic, morality, and the struggles between good and evil. The tales often involve protagonists like young children, brave heroes, and vengeful queens, each facing unique challenges on their journeys.  The beginning of this collection introduces a selection of enchanting tales, starting with ""The Goose-Girl."" An old queen's beautiful daughter sets out to marry a distant prince, accompanied by a maid who betrays her, forcing the princess into the guise of a servant. The narrative unfolds as the true identity of the princess is slowly revealed, hinting at themes of loyalty and justice. As the opening progresses, the tales of sibling dynamics in ""The Little Brother and Sister,"" the famous predicament of ""Hansel and Gretel"" in the woods, and the trials faced by characters in other stories set the tone for a magical journey filled with moral lessons and whimsical adventures. Each story promises intrigue, character transformation, and the eventual triumph of virtue, appealing to both children and adults alike. (This is an automatically generated summary.)","['Fairy tales', 'Fairy tales -- Germany']",https://www.gutenberg.org/ebooks/11027
The Woman in Black,"Bentley, E. C. (Edmund Clerihew), 1875-1956","""The Woman in Black"" by E. C. Bentley is a mystery novel written in the early 20th century. The story revolves around the mysterious murder of Sigsbee Manderson, a powerful financier whose death causes a panic in the markets. As the narrative unfolds, several characters, including journalist Sir James Molloy, are drawn into the investigation to unveil the truth behind Manderson's demise, leading readers through an intricate web of motives and suspects.  The opening of the novel introduces the aftermath of Manderson's murder, detailing his influence on the financial world and the chaos triggered by his death. The story begins with Sir James Molloy receiving urgent news of the incident, prompting him to mobilize his team for a swift investigation. We meet various key characters, such as Mr. Bunner, another secretary, and Mr. Marlowe, who shed light on Manderson's final hours, revealing tensions in his personal life, particularly with his wife. The narrative sets an intriguing tone, suggesting deep emotional undercurrents that may relate to the circumstances of the murder while establishing a sense of impending mystery. (This is an automatically generated summary.)","['Detective and mystery stories', 'Trent, Philip (Fictitious character) -- Fiction']",https://www.gutenberg.org/ebooks/21854
"The History of Mary Prince, a West Indian Slave","Prince, Mary, 1788?-1833","""The History of Mary Prince, a West Indian Slave"" by Mary Prince is a historical account written in the early 19th century. This narrative, one of the first autobiographies by a Black woman in the British empire, details Prince's harrowing experiences as a slave in the Caribbean. It addresses themes of the brutal realities of slavery, the bonds of family, and the quest for freedom, centering around Prince's own traumatic life story.  The opening of the narrative begins with Mary Prince recounting her early life in Bermuda, where she was born into slavery. She describes her initial happiness as a young girl cared for by a kind mistress, contrasted sharply with the harsh realities that would soon follow her separation from family and the progression of abuse she faced from various slave owners. As she is passed from one master to another, Prince's stories evoke intense emotions as they highlight the systemic cruelty of slavery—enduring brutal whippings, being sold away from her family, and witnessing the suffering of fellow slaves. Her narrative serves as a powerful testimony to the resilience of the human spirit amidst dehumanizing circumstances, setting the tone for the rest of her account as she strives for recognition of her humanity and the quest for freedom. (This is an automatically generated summary.)","['Slavery -- West Indies', 'Prince, Mary', 'Fugitive slaves -- West Indies -- Biography']",https://www.gutenberg.org/ebooks/17851
El libro de las tierras vírgenes,"Kipling, Rudyard, 1865-1936","""El libro de las tierras vírgenes"" by Rudyard Kipling is a collection of stories written in the late 19th century. This work is best known for its tales that revolve around the adventures of Mowgli, a human boy raised by wolves in the Indian jungle, and the various animal characters that he encounters. The stories explore themes of identity, nature, and the law of the jungle, effectively weaving a rich tapestry of moral and ethical lessons.  At the start of the book, Mowgli is introduced as a young boy discovered by a wolf pack in the jungle of Seeonee after he becomes separated from his human family. The narrative begins with the interactions of Mowgli's wolf parents and the complications arising from the presence of the fearsome tiger Shere Khan, who demands the boy for himself. As Mowgli integrates into wolf life, he learns the ways of the jungle under the guidance of his mentors, Baloo the bear and Bagheera the panther. The opening establishes the foundational conflict between Mowgli's human origins and the laws of the jungle, foreshadowing his future struggles for acceptance and survival among wild creatures. (This is an automatically generated summary.)","['Short stories', 'Animals -- Fiction', 'Jungles -- Fiction', 'India -- Fiction', 'Jungle animals -- Fiction', 'Mowgli (Fictitious character) -- Fiction', 'Adventure stories, English', 'Feral children -- Fiction', 'India -- History -- 19th century -- Fiction']",https://www.gutenberg.org/ebooks/69552
"The Wonders of the Invisible WorldBeing an Account of the Tryals of Several Witches Lately Executed in New-England, to which is added A Farther Account of the Tryals of the New-England Witches","Mather, Increase, 1639-1723","""The Wonders of the Invisible World"" by Cotton Mather and Increase Mather is a historical account written in the late 17th century. This work serves as a documentation of the Salem witch trials, detailing the trials and executions of individuals accused of witchcraft in New England. The Mather family, both Cotton and his father Increase, were influential figures in the context of these events, and their writings reflect their strong belief in the reality of witchcraft and the supernatural influences behind it.  The opening portion of the book lays the groundwork for understanding the witch hysteria that gripped New England, particularly the events surrounding the Salem witch trials. It recounts how the panic began in the community and how various individuals were accused, leading to numerous executions based on flimsy evidence and societal fears. Cotton Mather emerges as a pivotal character, advocating for the trials and revealing his deep commitment to addressing what he perceived as the threat posed by witches. The text portrays a society fraught with fear and superstition, illustrating the blurred lines between justice and paranoia during this dark chapter in American history. (This is an automatically generated summary.)",['Witchcraft -- New England -- Early works to 1800'],https://www.gutenberg.org/ebooks/28513
Diverging roads,"Lane, Rose Wilder, 1886-1968",,"['Women -- Fiction', 'Man-woman relationships -- Fiction', 'California -- Fiction']",https://www.gutenberg.org/ebooks/74612
Wood-folk comedies :  The play of wild-animal life on a natural stage,"Long, William J. (William Joseph), 1867-1952",,['Animal behavior'],https://www.gutenberg.org/ebooks/74583
The Diary of Samuel Pepys — Complete,"Pepys, Samuel, 1633-1703","""The Diary of Samuel Pepys — Complete"" by Samuel Pepys is a historical account written in the mid-17th century, specifically spanning the years from 1659 to 1669. This richly detailed diary offers a firsthand perspective on daily life during a transformative period in English history, including the Restoration of Charles II. Pepys documents his personal experiences, work as a naval administrator, and the socio-political events of his time, thus providing readers with an intimate look at both mundane and significant occurrences.  The opening of the diary introduces us to Samuel Pepys's life at the end of 1659, revealing his mundane daily existence as he reflects on his health and domestic situation. He resides in Axe Yard with his wife and a servant, and navigates the uncertainty of the political climate, including disruptions caused by military figures like Lord Lambert. Pepys notes his wife's unfulfilled hopes of pregnancy, along with his observations of political events and personal affairs, setting the stage for an engaging account that intertwines his private and public life. This opening establishes not just the backdrop against which Pepys lived but also the diary's promise of detailed socio-political commentary combined with personal musings. (This is an automatically generated summary.)","['Pepys, Samuel, 1633-1703 -- Diaries', 'Cabinet officers -- Great Britain -- Diaries', 'Diarists -- Great Britain -- Diaries', 'Great Britain -- Social life and customs -- 17th century -- Sources', 'Great Britain -- History -- Charles II, 1660-1685 -- Sources']",https://www.gutenberg.org/ebooks/4200
The gardener,"Tagore, Rabindranath, 1861-1941","""The Gardener"" by Rabindranath Tagore is a collection of poems written in the early 20th century. This lyrical work explores themes of love, longing, and nature, reflecting Tagore's deep emotional resonance with life and beauty. The poems encapsulate the essence of human emotions through vibrant imagery and philosophical musings, making it a significant piece within the realm of poetic literature.  In ""The Gardener,"" Tagore presents a world rich with desire and introspection, where characters express their emotions in various forms. The collection features dialogues between lovers, contemplations of the natural world, and reflections on life’s fleeting moments. The poems often juxtapose the terrestrial with the spiritual, highlighting a quest for connection and understanding amidst the beauty of existence. Through metaphors of gardening, nature, and layered emotions, Tagore invites readers to engage with their own desires and the ephemeral beauty of life, crafting a reflective space infused with both joy and melancholy. (This is an automatically generated summary.)","['Indic poetry -- Translations into English', 'Tagore, Rabindranath, 1861-1941 -- Translations into English', 'Bengali poetry -- Translations into English']",https://www.gutenberg.org/ebooks/6686
Reise in die Aequinoctial-Gegenden des neuen Continents. Band 2.,"Humboldt, Alexander von, 1769-1859","""Reise in die Aequinoctial-Gegenden des neuen Continents. Band 2."" by Alexander von Humboldt is a scientific publication written in the mid-19th century. This work is part of Humboldt's extensive travels and observations in South America, focusing particularly on the diversity of its cultures, languages, and natural phenomena. The book delves into the indigenous peoples of the region, examining their languages, customs, and the impacts of colonization on their societies.  The opening of this volume introduces the Chaymas, an indigenous group living in the mountainous areas of present-day Venezuela. Humboldt reflects on the physical characteristics of the Chaymas, their social structures, agricultural practices, and the effects of missionary activity on their culture and language. He contrasts their way of life with other indigenous groups and provides a detailed description of their customs, clothing, and societal norms, setting the stage for a deeper exploration of their linguistic and cultural identity throughout the remainder of the volume. (This is an automatically generated summary.)","['South America -- Description and travel', 'Geology -- South America', 'Natural history -- South America', 'South America -- History']",https://www.gutenberg.org/ebooks/24746
The Lost World,"Doyle, Arthur Conan, 1859-1930","""The Lost World"" by Sir Arthur Conan Doyle is a novel written in the early 20th century. The story revolves around the ambitious Edward Malone, who seeks to prove himself worthy of love from Gladys, a woman who craves a partner capable of grand adventures. His quest for heroism leads him to an encounter with Professor Challenger, who claims to have discovered a prehistoric land filled with extraordinary creatures.  The opening of the book introduces Edward Malone as he navigates a frustrating conversation with Gladys' father, Mr. Hungerton, and builds suspense as he prepares to propose to her. However, Gladys reveals her desire for a more adventurous man, which motivates Malone to seek out opportunities for heroism. This decision propels him into the world of Professor Challenger, who has returned from a mysterious expedition to South America filled with intriguing claims of dinosaurs and lost civilizations. The early chapters highlight Malone’s character, his interactions with Gladys, and set the stage for his subsequent adventures alongside Challenger and a team of explorers. (This is an automatically generated summary.)","['Challenger, Professor (Fictitious character) -- Fiction', 'Fantasy fiction', 'South America -- Fiction', 'Prehistoric peoples -- Fiction', 'Dinosaurs -- Fiction']",https://www.gutenberg.org/ebooks/139
The Medicinal Plants of the Philippines,"Pardo de Tavera, T. H. (Trinidad Hermenegildo), 1857-1925","""The Medicinal Plants of the Philippines"" by T. H. Pardo de Tavera is a scientific publication written in the late 19th century. This work provides a comprehensive exploration of the medicinal uses of various native plants found in the Philippines, along with their botanical descriptions and applications in traditional medicine. The book aims to document the rich therapeutic practices associated with Filipino flora, emphasizing the intersection of local knowledge and formal medical science.  The opening portion of the work includes a translator's preface and the author's preface, explaining the dedication to studying and documenting the medicinal plants of the Philippines based on both indigenous practices and scientific inquiries. Tavera shares his experiences collecting botanical specimens and notes that the text serves as a resource for medical professionals eager to understand tropical medicine better. The prefaces also highlight the importance of native therapeutics and the potential advantages of local plants over exotic alternatives in treating diseases, setting the stage for the detailed descriptions of medicinal species that follow in the text. (This is an automatically generated summary.)","['Medicinal plants -- Philippines', 'Botany -- Philippines']",https://www.gutenberg.org/ebooks/26393
Maggie: A Girl of the Streets,"Crane, Stephen, 1871-1900","""Maggie: A Girl of the Streets"" by Stephen Crane is a novel written during the late 19th century. The book explores the harsh realities of urban life, focusing on the struggles of the working class and the impact of environment on individual fate. It centers on Maggie Johnson, a young girl growing up in a tenement in New York City, and her encounters with her turbulent family, social hardships, and the challenges of seeking a better life.  The opening of the novel vividly portrays the violent and chaotic world of Rum Alley, where young boys like Jimmie engage in brutish fights amid a backdrop of neglect and poverty. The initial scene establishes a stark contrast between the prideful yet fragile bravado of the children and the bleakness of their upbringing, reflecting the brutal social conditions of their environment. As the narrative unfolds, we are introduced to Maggie, Jimmie's sister, who, despite her brutal surroundings, aspires for something greater. The early chapters set the stage for the exploration of family dysfunction, societal expectations, and the entrapment faced by characters like Maggie as they strive for dignity and love in a harsh world. (This is an automatically generated summary.)","['New York (N.Y.) -- Fiction', 'Psychological fiction', 'Poor families -- Fiction', 'Poor women -- Fiction', 'Prostitutes -- Fiction', 'Suicide victims -- Fiction', 'Slums -- Fiction']",https://www.gutenberg.org/ebooks/447
"The triumph of the nut, and other parodies","Ward, Christopher, 1868-1943",,['Parodies'],https://www.gutenberg.org/ebooks/74533
The Will to Power: An Attempted Transvaluation of All Values. Book III and IV,"Nietzsche, Friedrich Wilhelm, 1844-1900","""The Will to Power: An Attempted Transvaluation of All Values, Book III and IV"" by Friedrich Nietzsche is a philosophical treatise written in the late 19th century. The work delves into Nietzsche's ideas regarding the concept of the ""Will to Power,"" arguing for a radical re-evaluation of values across various realms, including science, art, and morality. Nietzsche's exploration challenges conventional understandings and seeks to assert the human will as a dominant force in shaping knowledge and values.  The opening of the volume introduces key themes and topics that Nietzsche will discuss in the subsequent sections. He begins by criticising traditional scientific methods, positing that science is as subjective as art, shaped by humanity's instinctual drive for survival and power. Nietzsche dismantles foundational concepts such as causality, the ""ego,"" and the notion of objective truth, arguing that they are merely constructs imposed by human perspectives. He asserts that knowledge serves the Will to Power, emphasizing that our understanding and interpretations of the world are fundamentally influenced by our instincts and biological imperatives, thus laying the groundwork for a new philosophical framework. (This is an automatically generated summary.)","['Values', 'Nihilism (Philosophy)', 'Power (Philosophy)']",https://www.gutenberg.org/ebooks/52915
"Legends, Tales and Poems","Bécquer, Gustavo Adolfo, 1836-1870","""Legends, Tales and Poems"" by Gustavo Adolfo Bécquer is a collection of writings that likely originated during the late 19th century, encapsulating the essence of Spanish Romanticism. This anthology is framed as an introduction to Spanish literature, where the editor, Everett Ward Olmsted, emphasizes Bécquer's charm and originality through captivating legends, tales, and poems, aimed to engage students and enhance their appreciation for the rich tapestry of Spanish culture.  The opening of this collection begins with a heartfelt preface from the editor, outlining the purpose of the volume as a resource for English-speaking students. Here, Olmsted expresses his intent to present Bécquer's work as a delightful means to stimulate interest in Spanish literature, emphasizing both his prose and poetry. The text transitions into vivid descriptions of the locations and moments from Bécquer's youth, particularly invoking the enchanting landscape of Seville along the Guadalquivir River, entwined with his dreams and poetic ambitions. The narrative gives readers a glimpse of Bécquer's reflections on his life, innocence, and longing for artistic recognition, setting a tone of nostalgia that permeates his works and inviting readers to delve deeper into his romantic and often melancholic themes. (This is an automatically generated summary.)",['Spanish language -- Readers'],https://www.gutenberg.org/ebooks/10814
